user_id,reposts,fans,follows,total_posts
2493774174,3,681,236,2318
1886785855,295,934,346,2816
1732021252,0,301,346,572
1947506417,57,1545,1246,3248
5155972274,0,63,149,728
1727659405,0,644,192,1128
5577668886,0,1,16,4
2908949153,0,226,696,2622
5150299116,0,46,198,285
2692317343,0,105,138,135
1651428902,966,9331933,552,74909
1756969243,155,54245,2440,32266
3280988141,0,817,1460,328
2654641543,1,131,291,699
1591336454,0,3384,2162,11337
2424025031,0,839,395,681
5053435791,0,43,332,652
1559640190,43,94817,581,3216
1796468171,38,11477,953,2463
3636178104,7546,32,108,80
1973529823,10,1905,161,25360
1931046233,0,688,427,491
2629280270,17,193834,2310,16323
2166178787,6,9448,586,2098
1885190365,6,34845,1681,92539
2939255953,12,8,5,1
2127849944,103,26336,1838,1443
5047215463,0,78,148,468
3713135832,0,19068,153,3141
1685236330,4,4922,159,88
5121737611,0,1,40,19
1907621492,14,18995,2002,39099
1885682354,101,267645,1976,10619
1560790547,0,292,182,2374
1651428902,966,9331562,552,74909
1714227717,4,385,88,5348
1732683032,6,3143,304,15195
1825449653,75,17814,1906,1122
2136728193,406,17199,247,980
3060154370,21,966,412,1024
1779058903,8,3497,171,5
1855983554,0,1181,713,3563
5121184988,0,139,445,711
5217980198,0,49,178,377
5018471574,0,91,308,143
2414113355,0,11710,190,854
5341927453,0,5194,154,194
1644669663,200,56257,1999,3044
3841762890,0,79,499,324
1791121141,88,147164,2958,69660
1049092272,0,206,656,1860
5634481611,6,6,66,21
2159055612,13376,29933,438,8897
1749805897,14,141,289,278
1143215055,315,39790,1480,9598
2723119932,0,63,152,56
3865201000,0,33,41,140
1231654104,12219,4828705,429,4101
5602679914,1,51,161,190
3379707544,0,416,549,3860
3171204475,0,173,150,818
5596355504,0,83,196,149
2586228412,21,25690,1911,2062
2372089774,15,1289,604,3521
2517905641,0,195,46,167
2459880040,57,2008,111,1590
5201651654,0,1146,152,82
2705767537,1,664,2062,1714
1669027637,40,2751,1041,9794
2112778504,14,5549,337,1799
1154814715,24,470875,411,8559
2110763912,3,733,566,2147
3558627331,0,4171,290,4493
2086387441,0,41,227,22
5587462619,0,59,128,556
3045113227,57,5953,1769,5329
1929421555,4,254,76,240
2000961721,161,375728,375,85271
3415275350,0,37,54,337
3851912068,0,105,98,291
1825939441,10,1492,354,4038
5172398922,1,769,824,8384
16858198,5345,1958,209,277
1259460134,0,660,1087,10314
1445937283,494,46102,1775,13054
2168617973,4,69,94,284
5340693592,0,3559,785,1045
1395563771,0,12,189,38
5631144544,1,17,149,257
2404711964,1,25,90,52
2452468677,1,1659,410,3982
1743109314,4,26617,367,1381
5575136445,0,38,164,77
2866073222,1503,7655,344,3478
1678402437,1,3305,2250,12871
1773781855,2190,132941,95,155694
1906979270,0,372,343,1064
1678780860,0,190,62,1055
1700132950,118,37141,779,85723
2271948004,132,3528,527,27
5547911042,0,94,181,1260
3544678164,0,157,99,623
1669745670,0,5367,608,6307
2560339090,217,243492,287,53224
2456355027,1,311,442,936
3626449001,1,94,431,34
5151785750,0,80,200,31
3960940654,0,113,102,578
1906493045,16,1593,569,2522
1767771860,244,136294,906,11262
1726276573,194,252983,932,8202
2664083910,95,475545,65,330704
1745538963,639,126051,1237,6429
1277937164,2882,3150,2001,23409
2074309351,0,588,229,1705
1758912827,0,144,200,569
5149420830,0,11,38,14
2514300384,308,156271,174,335164
2670695112,12249,34510,55,363
1907603317,0,346,621,356
2530172382,0,269,28,851
2141558185,5,18861,377,1581
1675483113,30,284671,1771,60642
2913113951,0,30,30,95
1951586643,24,163,108,33
5276356169,5,108,171,439
2091692360,96,26198,1590,120329
5231816282,27,1518,1819,456
1794381792,86,2544,449,1224
5110898136,0,192,730,480
2393741743,10,2249,557,150
2945492747,0,225,380,318
1603208240,1,8425,1447,22436
2481654412,264,223007,1940,6643
1778958564,265,319,255,1475
1652971602,0,504,376,719
1934851957,31,26362,1589,119438
1268398393,217,56717,1779,13152
2568065177,2,276,116,1931
2997986420,8257,164581,196,62183
2792791085,0,105,64,78
1614703844,7,9615,804,4620
3036681161,36,106,102,174
2181924332,0,3066,548,3060
2599766544,0,65,50,958
5042675259,0,39,83,407
1693308957,117,214584,780,10708
3066112073,0,1564,329,1422
1058597294,68,648,577,659
1855273431,0,417,398,2566
2212626182,3,3252,209,1090
3944521809,21,2200,1987,16620
1971489044,13766,33365,350,20431
2608703321,1,2243,1657,806
1886606632,3,2007,1808,2872
2151002252,1116,579269,94,11659
1396957680,6,38443,782,10209
2794536792,0,478,157,2091
3180541260,10060,265942,2140,39653
2539588250,9,9241,1987,26193
1594721512,11,74200,1464,23083
5348552145,0,35,305,83
3265221365,0,28,64,67
2322465070,0,118,219,719
2620572177,94,10843,229,12702
1223898097,1135,2126671,244,3488
1862110844,1761,131756,9,155728
5488802704,0,722,55,2025
1401401141,209,246,104,4247
2937310905,475,10803,2945,8303
1726595173,674,146203,2148,31046
5646845828,0,75,145,66
1650111241,37,21177055,969,74838
5146195519,8,304,850,147
2437138007,16,16651,737,6038
5356094285,1,5,20,4
5180492704,0,11,52,130
2092561954,613,33488,1819,3654
2511711751,7,148285,495,614
2688727044,0,158,699,608
5554483628,0,888,1663,2882
1988800805,342,2770500,679,41055
2057384454,106,49352,1628,7910
1217469721,0,1375,332,8768
1223820267,32,4803,1999,10097
5602977844,4,8580,1309,635
1609957313,0,19,38,392
1740607337,0,1110,468,2769
2379294995,0,443,270,937
2192706303,0,0,0,0
2384905524,0,124,117,217
1768323274,4349,30706,1998,7809
2481654412,18,222981,1940,6643
2996541607,0,359,326,922
2981241163,0,2159,49,16
1253347132,22,161493,861,8941
3285153605,0,121,118,211
5114319361,0,242,536,2401
1842319197,57,2051,358,2824
2951588230,0,222,200,448
1976058255,123,29225,516,62
3306467201,0,797,2000,3645
2100761363,100,226,396,269
5578523217,0,51,150,89
1445937283,44,46103,1775,13054
1911556085,17,4717,719,2047
3932647506,0,63,156,94
1003930604,16,8693,2259,17458
2184727453,99,537,266,1890
2030717731,114,286433,2241,10799
3205463112,0,30,58,148
5704803789,1,23,82,78
2385068575,0,12717,2100,10498
2013030195,122,7635,1634,6942
3236407022,0,69,469,312
1870060083,2,2202,850,877
1890962674,16,510,4,69
1656510784,16,9758,2752,14420
1414928151,556,71902,468,38940
3884247481,6,72353,1728,61378
2471924642,5580,15228,126,6147
2598027310,1,512,393,814
2157197464,171,14246,1948,2340
2866275992,357,191578,2762,27823
5336665885,0,89,187,856
2125918234,21,3676,257,294
1465092222,305,8921,2509,20407
1584452920,3,4339,1224,14672
2151768482,9,182950,575,3456
2894156775,1,167,138,515
2803129261,0,397,39,392
1886710361,2,655,2451,5224
3484930945,0,64,136,886
5416316086,0,220,930,722
1574647051,139,5777,1702,21789
2052456741,0,22,108,19
2433578042,231,68,22,107
5543677273,0,116,460,142
1995046052,2,535,260,1916
2430424150,0,108,86,1134
2689605191,3,577,574,763
3298105124,0,35,91,532
5572308035,0,57,94,1455
2005388033,7,5213,374,3456
1948254770,0,368,132,1052
2177272964,0,3573,1998,33418
1889747063,11,2142,1261,4537
3008480203,202,5372,1427,142498
2034402252,1,204,125,443
1888758487,0,306,562,214
5132647370,0,1321,196,1301
1765430137,1,2851,1996,12313
1967100031,1,862,534,186
1898495494,268,1074205,519,17554
2709980691,0,2531,1962,3424
1861733972,0,3225,62,1305
1276540904,7,345,726,3518
3962996616,8,151508,2118,4012
1219972053,67,5174,916,4570
1781137133,1,441,350,1724
2304657200,23,13200,1967,3721
1880001375,2,562,341,2425
2101130874,42,5616,330,31
3014300691,1,345,370,1458
2264298773,13,306,206,830
3115291362,0,159,0,95
2009362403,0,232,107,1759
2653623171,13967,25543,12,3038
1070969951,85,13637,1472,42740
5270638559,1,100,169,233
3968393103,0,30,170,128
1326194215,77,3773,0,9737
2574938392,73,28733,336,6274
1733592012,86,2878,2004,2031
1143986034,0,913,308,826
5485967806,62,4,4,1
3215435934,513,1087112,102,25
1710046100,164,101528,1617,80475
5184100206,0,2006,2758,2234
2347602584,772,1408604,2025,72733
3877345700,0,11,230,30
5575963179,0,64,279,228
5370629410,0,135,106,21
2547916923,784,1276659,690,10362
5611268113,0,2,72,70
1852829134,935,176712,26,4483
5214122550,0,26,119,31
1876249065,4,176845,708,4538
1654296222,5,2280,1726,7319
5367028362,2,6633,2754,708
1102154341,0,365,293,480
2373188682,0,434,1178,2339
5695338518,0,3,1,24
1692079024,404,200207,471,29971
5465992370,0,210,366,23723
1877450255,2,4979,1580,3265
3203917561,0,111,57,1047
1244228005,1,867,735,7163
3158823575,0,696,497,185
2091696797,34,34351,1668,4246
1787215031,114,182544,16,13135
1764225935,60,45531,907,3259
1198220993,332,807952,1099,10290
1682948933,676,25538,203,4486
1759191445,0,191,409,1200
3350899450,3,50,46,133
2091123092,1626,94342,1965,121293
5239037020,0,20,19,458
2598856282,1,792,298,641
1886084615,12,28,147,252
2312160803,0,816,556,4972
1840770763,116,64798,2436,31370
1784087482,1300,2297,1021,12772
2509001983,41,74028,415,1311
3512462377,340,5447,2999,17708
1083438352,1,22070,712,9980
3275523335,1,32171,3154,52020
2657069953,0,301,871,1002
2215957967,418,699154,10,137020
1224519655,10,14954,1040,9473
3031225190,0,466,891,571
3201831164,0,104,157,293
2789764763,0,231,323,831
1214873024,12,1095,120,43
1832463160,12,997,431,1171
1668117917,0,760,715,1282
2490083212,14837,321949,427,30685
2460593582,0,231,267,269
1792363521,0,2636,308,4032
1736084587,69,2508,868,6250
5525093851,0,85,982,164
3824175432,0,60,130,97
1742973050,4,533,478,2586
1784231080,65,25127,405,6771
1559902125,36,7350,241,6250
1684364160,0,5126,485,271
3422515544,1,160,96,364
2093306085,230,26238,857,4021
1790305023,2,1670,353,2
2693398143,126,17593,2376,60766
2424389775,2229,68019,1333,7869
2182068372,0,213,181,18952
3023436607,0,72,132,431
1813801044,0,1637,754,1840
1645596452,667,2820844,328,40680
5139718302,1,160,332,4
1493246107,1,4672,1990,863
2795168827,1,2443,266,364
1905213733,0,403,416,299
1841885212,203,2439,277,1804
3362162210,9,73,146,119
1579058054,0,357,168,2395
1575066151,7,628,376,5343
5026427078,0,10,148,1223
1767887042,11,2916,267,251
2817022500,4,3606,155,1384
1688025091,0,113,333,1127
2756057010,0,64,387,121
1603754691,0,454,165,484
1660092730,426,3260,1390,5011
1652903123,62,106129,468,7661
3921589433,0,9,36,50
2422592773,11,1172,532,73
1875179663,55,11109,122,643
1080504934,198,4070,418,1419
2286759285,93,76823,843,308
1793097541,16,43019,1228,28022
3085586075,4954,948,175,271
2297457500,1,3971,413,869
2091102910,192,288597,934,16158
1196399002,0,619,287,2886
1870899683,3,1137,139,948
5199995688,0,15,123,76
3112719181,0,47,222,418
5288830141,0,64,456,254
2260368403,0,11790,405,1129
2863304174,386,7929,1924,23186
1573155293,0,131,606,24
2673085781,173,303050,86,12891
1762067382,1,591,577,3168
2040515445,0,550,203,5732
1498147657,12,97,166,487
2941892007,11,5015,1730,6653
1695491701,63,46053,585,3935
1788633015,0,958,294,39
1654203637,112,258213,1227,18370
5519841540,0,8,83,19
3215336424,1,35,28,243
1100205050,0,71,24,1
1853035490,3,68016,450,1607
2420283587,11,19551,1330,734
5114207481,1,370,220,1514
1641475027,0,7867,140,6852
1534939700,186,4545217,2063,19268
1225976753,159,6487,3397,8081
2939266702,83,5165,1766,11016
2571063780,51,6920,868,3932
1900024883,0,6877,398,1
2925644321,0,206,562,158
2110809293,15,552,207,683
5284180471,0,22,205,226
1051515464,0,95,100,78
5131028145,0,89,93,335
5134918080,0,1711,49,38
1752099111,420,50834,1,2007
1774104607,10,202,176,4496
5104972394,0,258,166,9498
1700648435,134,2829888,4685,70934
3883760880,2,2537,143,679
1881723114,82,30186,1129,3946
3893419657,5,71222,304,14302
2293582515,0,60,219,1467
1819809257,37,17168,998,12560
5171758756,0,87,150,1757
2159374785,1,517,1040,1212
2734991120,51,125,77,783
2550822703,0,40,254,11
1868516374,197,3523603,1993,43414
5247220010,0,772,2981,3433
3246464973,0,72,268,2043
3494640142,1,78,234,163
1762162553,1,7999,195,5897
2606841093,1,816,549,13961
1132995444,0,1149,695,9978
1274140620,7,5505,864,42350
1642352264,17,6401,1352,5064
3830268302,0,331,168,233
5402018560,0,17,96,66
2421351085,39,16947,479,2995
2003290751,10,168661,642,13860
2059485260,0,631,567,582
1934622153,19,811,193,374
1405771357,131,76731,1102,5151
1942332607,61,3792,504,521
5156136727,0,19,159,184
5276110870,0,24,28,7543
1763200507,37,4364,771,4368
1929999101,0,2466,93,4419
2796484840,0,394,255,15
5127098030,262,22704,2607,14702
3007344123,0,160,252,434
5284710060,0,3711,32,896
5227095749,4,14136,1549,429
2717076381,22,97608,798,885
1668571233,2,173,208,355
3543654134,1,330,947,420
1658494945,2,1018,249,247
2272339530,205,189008,697,6008
1865761134,2,103,219,67
1796643087,0,621,821,1688
3195962381,0,284,287,188
2460189545,0,76,112,659
1001766960,1,230,137,937
3306078845,0,71,147,292
1531411142,99,3656,435,4105
1914000015,162,1436592,14,105026
5478907508,0,14,261,506
5581677188,1,47,147,168
1305542185,34,7330,71,2907
5684194222,0,35,385,248
1914289083,30,1004,134,527
2150358402,2021,2617,581,2946
2781476227,1,1210,451,1323
1676899061,106,162673,195,10030
3848413951,0,31,189,3470
3883273851,0,11,66,52
1083193253,0,856,14,1491
2512574061,2438,3298714,977,108596
1618497745,7,8682,77,4
1768792852,303,6575,1692,29828
2645833223,536,1054400,1525,10146
1050647232,67,747180,165,27243
5314652472,0,12,83,110
2855876772,183,187,6,9
2440937222,0,252,910,988
1983693223,173,21723057,175,165534
1681461803,6,1691,101,1407
3260645375,0,15,47,13
2508163522,1,4375,248,1755
1425423445,0,3697,497,56835
1756376521,1,56,57,1316
2615746427,0,439,240,535
2135448890,39,59766,2219,7603
2042516402,21,18471,694,895
1591222412,5851,51910,1894,5965
1711567310,0,70,368,342
1880958482,0,211,214,1221
3195761561,0,81,26,179
5019478835,0,7,86,83
2160767105,1,321,213,1145
2310735261,0,213,163,250
1653197024,19,10402,974,6387
1956498357,100,183255,3825,6709
1692264757,0,684,256,1942
1909767781,8,4083,412,3043
3032728385,3,1381,200,473
1567379443,45,43558,179,738
2857068192,24,48077,837,6585
3254250077,0,122,27,1763
2178058567,0,59,132,69
1948815932,0,91,275,661
2884073574,245,562,288,2690
2268603763,68,166344,1857,43571
1692802431,442,13015,1912,17104
1751725182,132,8393,520,12639
2009687832,2,20519,2935,1514
1648061893,21,2048,590,3552
1856934850,24,214,131,1883
3972240569,0,54,58,940
2261027315,511,898628,872,22323
2065080390,156,53382,1744,9520
2089668991,0,446,816,1584
5083162354,962,13299,58,910
5579067233,0,80,334,242
5171707513,0,33,202,65
1782415244,1571,239741,780,6429
3477611652,1,486,445,972
5118356496,0,61,111,368
5613737372,0,15,115,101
1263468183,4,1454,99,6111
1154814715,2701,470973,411,8563
2232722060,1711,1047805,282,2237
1497293604,3083,1125781,1138,17769
3262271670,149,34907,558,5080
1823105225,1,753,250,5880
5392148120,0,4,80,19
3630978095,0,136,139,180
2122416185,0,241,361,2122
1935851707,786,1367,1807,6244
1053533805,6,27982,633,2737
2110217273,3,258,241,64
5166267807,1,25,90,61
1791276535,121,62405,1993,36955
2209751910,5438,557089,774,53042
2809976535,2162,8684,264,3004
2006222807,8,99,53,381
1861136583,488,23076,651,14398
1770847500,0,0,0,0
1812737042,1,3579,884,2989
3504940684,0,108,113,536
5687070327,3,480,864,310
2450426360,155,628,556,216
1764208435,4908,414524,52,17796
5641250950,0,1,50,4
1104273701,1,202,236,850
5407742790,0,0,0,0
1913382117,79,1411256,1630,57452
3613027731,0,5,119,42
5311837092,0,21,13,151
2760562240,55,146,114,156
2267899247,0,131,34,2075
2697264194,4,146,105,152
2512890891,20,155,162,292
1004341644,29,15656,320,3171
3164790723,497,142,246,61
2735664010,0,774,1081,3639
2598742140,107,2411,1998,29220
2398953327,0,1094,190,81
3837022441,0,9,147,48
5539780486,0,28,22,373
3965602058,2,66,288,98
5412313707,0,11,54,291
1650599440,41,8753,2054,11662
5745686552,0,1,34,2
1259257647,0,1234,222,431
2483962154,16,40381,2280,1088
1644669663,121,56264,2000,3044
5012143319,13,76,56,3100
3837129567,17,141,1075,432
5304176155,1,39,118,449
2543195932,0,154,217,779
5504561865,0,342,60,4
1978204357,0,244,414,361
1607367134,0,13,41,86
2006413851,0,53,57,71
5446355852,24,42,163,99
1886624923,523,138498,3093,32319
2411277125,21,67668,2917,19907
1828887503,32,2332061,848,38605
2971223861,257,86,130,1749
3088936073,0,1506,167,1034
2002929847,16,189,153,475
2939612383,0,7194,4451,5760
2785040647,0,144,263,847
1822903295,20,942,893,2644
5032956095,7,20689,245,4504
1844041867,4,486,191,2082
2040547415,8,2716,257,242
2215941463,0,412599,261,1566
2647349703,89,726982,647,30632
3197708313,0,26,62,142
5671397496,4,8,86,62
5602789214,0,2,40,20
5577941034,4,2,23,3
5446661059,0,5423,308,495
2920833670,17,215,72,713
2195115137,0,13167,886,816
5238710063,0,1577,1454,1249
1642835224,0,121,219,1387
1995950697,0,272,429,3980
1797336237,0,40,339,176
5529236858,32,18,58,105
3944521809,11,2200,1987,16620
5201593411,0,118,299,608
1802498060,1,134,169,1654
5598176165,0,924,1576,259
1869849657,13,1037,174,3730
2813409284,4,650,191,39
5562330322,0,1,32,5
5571629626,0,204,741,693
5181729261,0,30,187,351
2381499564,0,410,173,139
2886771981,18,494,310,136
3184364647,0,12,43,81
2314560190,1,1107,277,297
5091625321,44,42,212,225
2605199050,0,111,538,414
2236267055,3,6260,780,74
2693481271,14,327,302,518
5625124007,0,14,93,18
2009312665,2428,65238,1997,7623
5189302279,0,86,580,503
5567039013,2,88,115,58
1843100694,0,205,219,1083
1191967613,39,118584,2001,32495
5470713369,0,2,3,320
5428538798,0,1,87,2
1885011890,0,925,344,538
2284172665,0,515,575,9
5113290873,2,329,425,174
1742817127,0,813,110,1270
2413733652,0,122,127,342
1809519884,0,308,857,850
1769754003,206,18783,1107,2068
1072557183,0,1179,331,3985
5281863942,1,4,43,12
1120686307,0,559,643,1364
5135043581,77,51,221,874
5371586298,46,84498,9,137
5539422255,1,16,140,29
5224291720,20,690,192,52
5651166140,14,1,118,70
5036829138,0,41,171,106
1442396577,0,68,201,257
5148900840,2,176,685,1402
5285146272,0,179,156,524
5234717665,0,186,430,699
5602317157,0,130,185,1736
5492038484,0,71,42,815
5491764206,0,300,585,368
5593800011,0,14,602,140
1050951164,2,2707,1219,29335
5776230497,0,16,52,53
1106002861,0,6,93,28
5473251032,0,22,175,55
2668149030,0,46,31,71
2624362994,4,753,239,84
2797582085,1,19,25,332
1821783021,7,112,130,1201
5197857060,0,2,1,48
2693829802,0,1040,297,18309
1768855734,6,9934,540,4477
3776400737,0,612,85,3247
3177509050,80,1888,1131,958
1147562814,95,14816,4227,27905
5572762890,0,69,453,39
2878978694,1056,180,44,190
2659976971,1,245,13,435
2329878550,278,179189,959,7967
2217849281,2753,1897,537,9478
2989008681,180,3895,1316,1344
1831711454,43,8022,462,11504
1299989343,9,21468,453,1193
2267343553,0,643,1369,1665
1749805897,0,141,289,278
1797988494,767,86777,1490,141763
5120044919,0,68,377,1519
1903433913,269,101553,693,3772
5546206903,0,5,88,16
1444547477,20,2716,1998,2200
3745594244,0,83,70,2077
1750783573,0,491,690,25
1813473234,31,35249,1668,7917
3145216150,0,16,85,25
3968306884,0,20,82,55
5491460314,0,17,112,31
1807257464,0,7652,85,1
2428858075,257,432,407,1359
3441858104,0,7,172,47
2606601477,0,461,83,1255
1824481171,23,13214,3002,2220
5305896029,0,2,0,21
1679032294,11,28418,677,7938
5242890956,0,3,84,24
1622920463,56,11023,1631,7797
1995856917,31,1940,245,1591
2133690335,3,546,598,2147
2439112692,21,23440,1580,5318
2708488623,2,3295,354,3363
1434378705,0,274,303,1156
2652946062,100,50554,658,3386
2183511380,24,21056,1997,17778
3853483964,0,38,424,91
1045508955,27,4792,1570,554
1984251713,3,295,241,3845
3477782597,2,189,395,1450
1587012644,1,1671,996,4753
1821611284,0,232,203,231
2704226560,5,7235,2763,109601
2375912347,0,2639,89,1492
1682193175,20,8885,1296,4953
2258149625,167,8462,169,4472
2093790287,0,391,242,1789
3316919113,0,29,70,71
2255051400,0,146,432,396
5640251172,0,141,264,43
2492314052,20,4756,1878,16221
2727108865,0,804,120,16803
5613886697,8,84,319,954
2720067563,0,0,0,0
2511412781,0,165,294,455
5324275683,0,47,169,77
1619090657,13339,37638,1031,6312
3480421737,2,49,123,180
2015688177,618,368051,33,2095
5350858099,0,94,92,123
3154162884,0,24,214,19
5147482728,0,4,70,28
1873541361,340,69201,590,8322
2105422544,10,5702,417,1211
1784771051,0,1244,1237,1306
1734123995,8,5015,1724,12464
5582919744,0,9,47,8
1869404247,167,21888,225,9502
1018202263,0,21,47,20
5208065521,10,55,30,25
5327567323,0,45,462,407
1284012330,65,55490,879,1130
1959714357,59,86239,1778,24116
2113773725,1,58,13,538
1991558311,666,58247,325,10988
1706945751,29,11943,655,5519
1929826087,1,11,9,273
2105784720,1,1245,765,1894
2338502960,207,304126,1555,7071
2383394090,0,321,1406,1161
1291152165,16,79372,1750,34744
1796308821,203,1387842,381,21905
5465696538,0,5,8,11
5494157883,5,1,0,1
1077554794,1,1124,434,10843
2739355124,290,111338,2497,12670
1775861901,75,51540,1949,13073
5360126605,0,76,910,1220
1269363137,52,797,204,1907
1109007333,0,484,747,2683
1982583840,0,501,426,1409
3189288433,0,92,204,951
1710424684,0,321,160,1638
5253360045,0,3,14,3
2139318122,2,835,1021,1417
2557587500,28,66763,1275,864
1213023995,80,12524,95,3329
2861129672,115,4218,316,1291
2607326914,1522,1853,1352,1655
1865573114,7,2236,219,1706
1886710361,2,655,2451,5224
5587847663,3,19,135,46
1937183695,0,563,246,5980
1366483493,661,18181,1901,3571
1866765421,0,495,969,344
1986534745,2068,68277,223,35875
1878232530,1,774,1250,9131
1581923631,5,2408,471,1369
5071440671,0,12,56,311
2863304174,511,7930,1924,23186
5175860118,0,314,679,1242
5222978898,9,299,588,1690
2128372947,469,366768,3092,40460
5155230537,1,90,294,186
2509910472,146,14574,0,1
3359067694,0,24,19,54
1195693885,30,10136,560,2846
5397848079,0,90,120,23
2120555764,64,33881,1646,3985
5336859554,0,2,25,9
1734779232,400,162468,681,65081
1761383424,0,119,315,1086
2668672980,0,271,297,760
1772328457,5,3594,1559,3013
2127751562,234,179302,907,15067
5577357842,34,3583,1047,71395
2169295915,0,22,119,224
1708697040,435,6267,2964,21466
2024751000,1,477,76,2031
3173979011,3,26712,966,256
3959692627,0,112,39,812
1662298505,577,18166,726,3333
5077902351,0,2,52,12
1881004907,0,509,331,936
5476276825,0,20,59,63
2912632881,0,17,76,15
2723122907,3,192,1210,438
1860096194,52,130772,232,8487
1782122620,8,8807,693,5800
2000550907,0,6572,467,1077
2118877334,0,703,1311,591
3626903430,0,68,939,143
2165618650,129,187514,168,36548
1814075682,2891,1939,351,397
1063768873,3,3663,890,8530
5448821301,0,56,239,169
1950952221,168,725,1820,183
1791675991,35,10219,242,9668
2883291537,21282,13112,13,417
2514118424,1,3105,1990,6005
1700262265,0,41720,1274,3176
1196585144,5,3408,477,8555
1475889807,0,910,553,5325
2000961721,51,375731,375,85272
1786860821,88,11011807,367,11198
1855079787,20,38621,1859,1987
5471114814,0,900,65,72
1775100753,11225,35004,2796,1506
5520254783,0,16,33,113
3635582212,1,337,177,1180
5241671669,0,48,221,262
5125556588,1,2523,2468,198
3191945991,0,2468,2609,2707
3613135430,0,18,29,16
2313566465,746,237183,991,10341
1664060703,5,298,161,1687
1917614327,0,246,383,4480
2490762125,0,26,137,52
1730799947,10,34200,491,18971
1760835301,972,5146,214,6339
1457000137,1,1364,122,17395
2040330185,1,240,327,340
2429660487,0,379,392,9006
1338667624,3161,409042,2657,26830
